aX,aY,aZ,gX,gY,gZ
0.230,-0.009,-0.935,-23.254,-4.578,0.732
0.268,0.042,-0.961,-34.302,19.470,-2.441
0.285,0.082,-0.943,-49.438,47.791,-4.395
0.281,0.100,-0.884,-66.101,78.186,-3.845
0.278,0.080,-0.812,-79.163,108.643,0.549
0.275,0.056,-0.720,-85.327,135.742,10.254
0.261,0.041,-0.608,-83.740,157.288,24.719
0.246,0.040,-0.495,-74.036,174.866,43.152
0.200,0.012,-0.389,-58.411,187.744,65.247
0.140,-0.045,-0.256,-42.175,197.571,90.332
0.097,-0.136,-0.099,-28.748,205.261,116.150
0.061,-0.227,0.059,-18.921,213.501,140.747
0.020,-0.343,0.202,-12.573,222.351,162.048
-0.044,-0.523,0.375,-9.399,229.431,175.354
-0.136,-0.674,0.526,-10.986,234.985,179.382
-0.263,-0.817,0.653,-16.052,236.755,171.936
-0.401,-0.852,0.785,-26.672,229.004,152.222
-0.588,-0.811,0.908,-41.199,212.341,123.596
-0.811,-0.828,1.042,-56.824,193.787,96.008
-0.949,-0.962,1.136,-67.200,180.298,77.393
-1.117,-1.113,1.207,-71.960,167.419,66.589
-1.201,-1.255,1.238,-73.486,151.672,63.965
-1.244,-1.312,1.253,-73.364,134.277,60.974
-1.254,-1.237,1.236,-71.899,117.004,52.246
-1.245,-1.054,1.226,-71.899,98.267,36.072
-1.254,-0.874,1.228,-77.026,79.651,15.564
-1.256,-0.748,1.210,-83.313,65.125,-1.099
-1.244,-0.703,1.164,-84.167,54.016,-8.484
-1.216,-0.720,1.145,-78.430,43.701,-4.883
-1.205,-0.789,1.170,-62.927,36.438,6.287
-1.213,-0.824,1.189,-41.626,32.776,16.479
-1.231,-0.830,1.194,-22.705,29.297,21.179
-1.230,-0.802,1.185,-11.414,25.452,20.752
-1.203,-0.758,1.162,-7.629,20.935,15.381
-1.156,-0.709,1.125,-8.911,15.625,7.446
-1.101,-0.666,1.077,-11.658,10.437,-0.427
-1.063,-0.618,1.035,-14.282,4.456,-7.019
-1.040,-0.578,0.989,-15.869,-0.854,-12.146
-1.019,-0.570,0.939,-15.625,-6.409,-14.893
-0.995,-0.578,0.892,-13.916,-12.817,-14.160
-0.967,-0.590,0.845,-10.803,-18.860,-10.986

-0.889,-1.539,0.407,-128.723,43.274,98.206
-0.957,-1.703,0.403,-122.375,47.546,92.896
-1.008,-1.876,0.362,-118.408,49.377,83.313
-1.017,-2.024,0.292,-115.173,48.279,67.566
-0.983,-2.163,0.231,-111.023,46.326,47.485
-0.968,-2.277,0.210,-102.844,43.884,25.818
-0.925,-2.337,0.158,-87.463,41.565,6.226
-0.834,-2.360,0.120,-63.049,37.476,-5.432
-0.721,-2.363,0.060,-33.142,32.043,-9.644
-0.599,-2.364,0.013,-4.517,27.710,-9.521
-0.468,-2.370,-0.047,19.409,29.236,-9.644
-0.369,-2.390,-0.087,34.180,35.095,-15.808
-0.282,-2.414,-0.103,38.635,44.800,-30.457
-0.188,-2.406,-0.104,37.598,56.824,-52.185
-0.095,-2.334,-0.082,35.828,68.909,-78.186
-0.040,-2.196,-0.040,36.865,80.750,-105.713
-0.035,-2.024,0.010,43.884,91.492,-130.249
-0.035,-1.817,0.079,57.800,99.304,-146.484
-0.039,-1.613,0.180,77.820,103.271,-152.588
-0.050,-1.428,0.301,102.417,106.018,-149.109
-0.055,-1.265,0.405,130.005,110.352,-139.099
-0.054,-1.103,0.497,153.564,116.150,-126.648
-0.089,-0.954,0.606,168.030,121.277,-116.516
-0.176,-0.790,0.724,172.791,127.380,-111.328
-0.299,-0.589,0.823,169.922,135.803,-113.342
-0.450,-0.332,0.970,162.354,141.663,-122.009
-0.632,-0.015,1.207,153.320,141.663,-131.897
-0.786,0.306,1.471,145.874,140.259,-136.292
-0.907,0.571,1.755,140.442,137.756,-130.371
-1.037,0.731,2.021,133.911,132.996,-113.342
-1.183,0.809,2.186,126.465,125.549,-89.294
-1.375,0.836,2.222,115.723,112.793,-67.566
-1.576,0.885,2.171,98.206,93.323,-54.565
-1.751,0.949,2.130,76.172,68.848,-51.025
-1.847,1.003,2.111,54.138,42.786,-50.049
-1.924,1.002,2.121,35.645,18.311,-45.654
-1.967,0.912,2.088,21.912,-1.099,-39.307
-1.965,0.760,2.025,11.230,-19.165,-29.419
-1.966,0.572,1.901,2.808,-37.842,-20.020
-1.981,0.395,1.663,-4.272,-51.575,-13.550
-1.936,0.240,1.412,-10.437,-61.340,-12.939
-1.856,0.148,1.253,-16.724,-75.562,-18.066
-1.769,0.120,1.176,-21.179,-93.689,-23.743
-1.691,0.135,1.162,-23.376,-110.840,-25.757
-1.597,0.144,1.146,-26.550,-124.573,-25.024
-1.492,0.102,1.075,-31.433,-136.047,-24.109
-1.365,0.018,0.962,-37.170,-147.583,-22.888
-1.209,-0.065,0.841,-41.931,-160.400,-22.095
-1.068,-0.124,0.718,-44.128,-171.753,-22.156
-0.958,-0.159,0.582,-43.640,-177.429,-23.437
-0.870,-0.170,0.464,-42.664,-178.223,-25.208
-0.796,-0.166,0.357,-42.480,-176.636,-27.039
-0.731,-0.148,0.262,-42.603,-174.133,-28.625
-0.677,-0.130,0.182,-43.640,-171.387,-28.381
-0.644,-0.116,0.098,-45.288,-168.152,-26.306
-0.618,-0.122,-0.013,-47.363,-164.001,-23.071
-0.599,-0.151,-0.141,-49.744,-160.400,-19.470
-0.551,-0.202,-0.280,-51.880,-158.508,-14.709
-0.486,-0.237,-0.398,-51.880,-159.790,-7.996
-0.426,-0.265,-0.494,-47.546,-160.767,-0.793
-0.375,-0.282,-0.567,-38.635,-158.752,6.592
-0.318,-0.305,-0.609,-27.405,-152.161,13.367
-0.284,-0.337,-0.645,-15.015,-140.930,18.188
-0.249,-0.356,-0.671,-1.221,-126.465,20.386
-0.234,-0.364,-0.692,12.207,-110.596,20.996
-0.223,-0.341,-0.698,23.560,-94.727,19.714
-0.190,-0.306,-0.701,29.602,-79.773,18.555
-0.215,-0.251,-0.693,30.579,-69.885,16.907
-0.169,-0.201,-0.682,29.846,-57.373,14.893
-0.149,-0.152,-0.705,27.466,-46.875,11.230
-0.117,-0.112,-0.720,20.935,-40.039,7.690
-0.085,-0.087,-0.738,13.062,-32.410,4.272
-0.057,-0.064,-0.761,6.165,-22.888,3.357
-0.035,-0.049,-0.771,0.366,-11.780,5.371
0.013,-0.048,-0.760,-5.432,0.305,9.277
0.084,-0.062,-0.734,-10.681,13.245,14.038
0.154,-0.083,-0.719,-15.259,27.161,18.494
0.224,-0.093,-0.726,-20.081,42.358,21.057
0.281,-0.092,-0.720,-26.917,57.190,21.301
0.338,-0.094,-0.717,-35.645,72.327,20.325
0.402,-0.076,-0.713,-44.067,89.783,19.348
0.432,-0.023,-0.698,-51.208,109.558,18.982
0.437,0.018,-0.659,-58.105,131.165,19.714
0.405,0.041,-0.572,-67.261,151.855,23.132
0.360,0.030,-0.479,-75.500,171.875,30.640
0.299,-0.027,-0.347,-79.834,191.101,42.847
0.219,-0.154,-0.181,-78.979,206.177,59.204
0.132,-0.298,0.008,-71.777,217.224,76.660
0.029,-0.436,0.206,-59.204,225.342,91.797
-0.078,-0.547,0.375,-42.419,231.323,101.807
-0.206,-0.629,0.517,-24.597,233.154,105.225
-0.324,-0.673,0.619,-9.521,231.384,104.736
-0.461,-0.697,0.774,-1.465,225.098,101.013
-0.664,-0.712,0.958,1.526,216.187,95.642
-0.810,-0.710,1.079,1.038,208.557,94.666
-0.955,-0.731,1.170,-6.836,200.317,91.370
-1.088,-0.765,1.217,-20.691,191.833,80.811
-1.198,-0.827,1.219,-37.720,184.082,64.209
-1.311,-0.890,1.206,-54.016,174.011,44.250
-1.390,-0.969,1.209,-66.040,160.767,26.123
-1.420,-1.021,1.228,-71.106,143.555,12.329
-1.417,-1.036,1.256,-69.153,123.474,3.052
-1.399,-1.018,1.300,-61.157,101.685,-1.099
-1.399,-0.992,1.367,-47.852,80.688,0.061
-1.386,-0.942,1.376,-31.433,64.392,4.211
-1.357,-0.874,1.334,-16.724,52.246,6.226
-1.353,-0.780,1.305,-7.812,40.466,4.700
-1.327,-0.696,1.297,-3.113,28.931,4.211
-1.294,-0.630,1.290,0.427,20.691,2.808
-1.246,-0.587,1.285,3.479,14.893,4.089
-1.207,-0.562,1.284,6.592,10.132,6.775
-1.174,-0.551,1.279,8.850,6.531,9.949
-1.131,-0.557,1.275,9.583,3.967,13.794
-1.088,-0.583,1.269,8.118,1.526,15.869
-1.071,-0.615,1.245,4.089,-0.732,13.794
-1.068,-0.645,1.187,-1.526,-2.808,7.629
-1.044,-0.656,1.104,-7.874,-6.226,-0.610
-1.021,-0.645,1.024,-13.123,-12.573,-9.277
-0.995,-0.607,0.957,-16.968,-19.104,-16.785

-0.747,-1.812,0.093,-168.762,24.963,101.013
-0.738,-1.840,0.073,-145.325,19.531,95.520
-0.741,-1.831,0.068,-120.239,23.376,91.125
-0.756,-1.871,0.044,-98.633,32.471,86.304
-0.773,-1.992,0.015,-83.984,42.053,78.247
-0.772,-2.153,-0.029,-75.928,51.025,65.308
-0.764,-2.314,-0.067,-70.190,61.218,45.898
-0.780,-2.464,-0.115,-63.599,72.571,21.606
-0.785,-2.579,-0.170,-54.199,81.482,-2.869
-0.760,-2.631,-0.213,-41.016,85.205,-25.635
-0.724,-2.647,-0.220,-24.475,84.351,-46.265
-0.701,-2.628,-0.214,-4.822,82.581,-63.782
-0.593,-2.545,-0.211,20.142,81.055,-75.684
-0.477,-2.425,-0.177,50.354,81.482,-83.679
-0.363,-2.279,-0.083,79.224,87.524,-89.172
-0.272,-2.119,0.055,103.821,99.365,-95.947
-0.200,-1.933,0.200,121.704,114.929,-106.079
-0.165,-1.696,0.369,130.737,131.042,-120.667
-0.182,-1.437,0.551,131.470,146.240,-139.709
-0.232,-1.207,0.706,129.700,158.569,-158.325
-0.284,-1.011,0.855,130.493,165.100,-169.006
-0.330,-0.826,1.001,138.611,163.818,-169.617
-0.407,-0.600,1.167,153.809,156.982,-160.156
-0.513,-0.340,1.364,171.448,146.362,-143.799
-0.624,-0.084,1.599,186.646,134.521,-123.230
-0.737,0.142,1.851,195.557,121.643,-101.074
-0.857,0.355,2.096,196.045,108.582,-79.590
-0.999,0.514,2.341,187.683,95.703,-62.439
-1.179,0.624,2.533,169.678,82.153,-48.950
-1.358,0.694,2.599,143.738,69.824,-39.917
-1.546,0.747,2.596,111.755,54.321,-38.635
-1.728,0.809,2.570,77.698,32.593,-43.213
-1.850,0.835,2.522,47.852,5.920,-47.424
-1.923,0.805,2.436,25.269,-18.921,-48.401
-1.951,0.712,2.300,9.521,-39.185,-45.044
-1.954,0.573,2.131,-2.625,-56.763,-41.077
-1.888,0.409,1.935,-14.221,-71.777,-37.048
-1.800,0.259,1.722,-23.621,-85.999,-34.363
-1.718,0.151,1.500,-31.555,-101.868,-33.081
-1.648,0.070,1.297,-37.170,-118.347,-31.311
-1.560,-0.002,1.109,-39.429,-133.911,-27.893
-1.437,-0.064,0.967,-38.452,-148.743,-24.719
-1.321,-0.107,0.880,-34.363,-162.109,-22.827
-1.238,-0.136,0.825,-28.625,-171.204,-20.142
-1.180,-0.161,0.770,-23.254,-174.072,-17.334
-1.136,-0.191,0.691,-20.569,-173.645,-16.174
-1.074,-0.238,0.601,-21.240,-173.706,-17.395
-0.984,-0.285,0.493,-23.987,-175.903,-20.813
-0.884,-0.319,0.382,-26.855,-179.626,-25.024
-0.793,-0.339,0.271,-30.273,-182.922,-29.480
-0.703,-0.354,0.141,-33.875,-184.082,-33.752
-0.613,-0.356,0.023,-38.147,-183.289,-37.415
-0.536,-0.357,-0.066,-42.175,-181.274,-39.734
-0.472,-0.362,-0.152,-43.152,-177.124,-40.649
-0.415,-0.357,-0.242,-39.673,-170.471,-39.063
-0.363,-0.357,-0.325,-30.823,-162.598,-35.706
-0.328,-0.350,-0.404,-18.555,-154.236,-31.311
-0.289,-0.319,-0.463,-5.371,-145.081,-26.428
-0.251,-0.265,-0.502,7.568,-136.414,-22.339
-0.235,-0.203,-0.514,18.616,-128.662,-19.287
-0.238,-0.139,-0.520,26.184,-120.728,-16.602
-0.238,-0.098,-0.531,30.212,-111.694,-13.733
-0.231,-0.073,-0.554,30.212,-104.370,-11.414
-0.204,-0.056,-0.573,27.588,-99.548,-10.071
-0.193,-0.050,-0.603,23.804,-95.764,-9.705
-0.164,-0.034,-0.626,19.714,-90.393,-8.911
-0.117,-0.019,-0.638,15.625,-82.947,-9.277
-0.080,0.002,-0.652,11.963,-75.928,-10.498
-0.029,0.029,-0.672,8.728,-68.420,-11.353
0.026,0.073,-0.713,5.371,-59.814,-10.803
0.073,0.112,-0.766,0.916,-49.927,-10.254
0.120,0.148,-0.808,-5.371,-39.429,-10.071
0.173,0.180,-0.850,-13.733,-26.733,-9.583
0.217,0.220,-0.878,-25.391,-10.803,-8.484
0.253,0.236,-0.882,-39.490,8.789,-7.568
0.286,0.241,-0.871,-53.894,32.166,-6.348
0.302,0.231,-0.865,-67.078,56.763,-4.272
0.307,0.221,-0.866,-77.820,81.604,-0.671
0.324,0.206,-0.847,-85.999,104.553,6.775
0.345,0.173,-0.810,-88.440,123.718,17.761
0.356,0.128,-0.779,-84.167,140.015,32.043
0.374,0.090,-0.761,-75.500,155.334,50.415
0.411,0.050,-0.711,-64.941,170.349,72.510
0.421,-0.002,-0.604,-57.556,187.561,94.910
0.391,-0.108,-0.452,-55.725,209.534,112.671
0.344,-0.237,-0.259,-57.129,232.666,124.390
0.260,-0.390,-0.038,-57.251,250.854,128.174
0.138,-0.543,0.198,-53.467,262.207,124.390
0.016,-0.543,0.403,-48.584,267.395,116.516
-0.133,-0.505,0.567,-41.321,266.968,107.544
-0.303,-0.528,0.745,-32.593,260.254,105.591
-0.426,-0.621,0.897,-22.400,251.038,115.540
-0.528,-0.743,1.039,-14.160,242.249,133.240
-0.654,-0.964,1.236,-8.118,233.521,150.330
-0.799,-1.213,1.389,-3.296,226.318,154.968
-0.906,-1.318,1.549,-6.470,218.079,140.442
-1.230,-1.296,1.722,-20.813,205.566,99.854
-1.576,-1.187,1.790,-40.710,188.171,44.189
-1.713,-1.118,1.696,-59.631,161.560,-3.235
-1.654,-1.135,1.575,-73.792,121.399,-28.381
-1.482,-1.240,1.508,-74.280,81.055,-29.297
-1.363,-1.288,1.446,-56.458,46.021,-16.357
-1.342,-1.226,1.412,-29.053,21.362,-3.052
-1.363,-1.096,1.373,-2.686,6.836,5.859
-1.358,-0.948,1.339,11.902,-2.686,8.179
-1.324,-0.811,1.286,11.780,-7.935,2.197
-1.260,-0.695,1.228,1.099,-8.179,-9.766
-1.176,-0.584,1.167,-12.756,-5.310,-23.376
-1.095,-0.497,1.107,-22.766,-0.977,-33.936
-1.033,-0.440,1.069,-27.466,3.784,-38.391
-1.003,-0.407,1.060,-27.588,8.667,-36.682
-1.009,-0.399,1.069,-24.231,11.169,-30.579
-1.014,-0.417,1.072,-18.982,9.277,-20.874
-1.025,-0.449,1.074,-14.893,2.075,-10.193
-1.032,-0.508,1.049,-13.367,-6.653,-2.563
-1.035,-0.558,0.982,-13.000,-16.235,0.122
-1.023,-0.597,0.890,-13.000,-27.100,-1.160
-0.999,-0.613,0.791,-12.390,-36.011,-4.578
-0.962,-0.593,0.699,-11.108,-41.138,-8.057

-0.785,-0.858,1.182,-51.880,141.357,194.763
-0.768,-1.024,0.960,-45.593,112.427,200.684
-0.733,-1.186,0.765,-48.340,88.013,196.411
-0.690,-1.391,0.601,-53.223,70.679,185.120
-0.665,-1.590,0.497,-56.213,58.777,170.471
-0.654,-1.778,0.487,-58.411,52.307,156.921
-0.679,-1.991,0.528,-57.983,54.321,142.456
-0.724,-2.177,0.573,-53.162,62.195,125.122
-0.786,-2.292,0.585,-48.950,70.862,103.088
-0.874,-2.396,0.547,-49.072,80.994,73.181
-0.914,-2.491,0.483,-50.476,89.722,37.903
-0.904,-2.542,0.420,-49.805,93.079,2.930
-0.892,-2.555,0.379,-45.166,91.492,-29.419
-0.866,-2.563,0.315,-33.203,87.524,-55.786
-0.831,-2.529,0.279,-13.000,80.078,-73.547
-0.777,-2.448,0.246,13.489,72.510,-84.717
-0.688,-2.351,0.171,45.471,70.862,-92.590
-0.590,-2.258,0.142,76.599,71.472,-98.633
-0.485,-2.132,0.166,103.455,74.707,-104.431
-0.399,-1.985,0.225,123.962,84.290,-114.624
-0.358,-1.812,0.320,136.108,97.351,-131.226
-0.323,-1.620,0.445,142.334,109.497,-151.855
-0.310,-1.359,0.597,146.057,117.981,-173.279
-0.352,-1.026,0.765,148.865,120.972,-192.566
-0.426,-0.663,0.917,154.358,121.399,-205.383
-0.517,-0.286,1.043,162.964,120.544,-205.872
-0.578,0.089,1.228,174.561,117.004,-192.139
-0.629,0.454,1.529,186.951,108.582,-166.626
-0.684,0.803,1.842,196.899,98.816,-134.033
-0.763,1.071,2.121,199.463,94.421,-100.098
-0.920,1.287,2.400,187.439,92.224,-71.777
-1.135,1.446,2.624,158.264,89.478,-52.490
-1.380,1.546,2.760,116.394,84.595,-42.908
-1.592,1.574,2.780,67.017,75.989,-40.466
-1.714,1.520,2.691,18.250,59.814,-40.710
-1.768,1.382,2.540,-20.874,35.217,-40.894
-1.759,1.190,2.377,-47.058,7.996,-39.490
-1.734,0.987,2.161,-59.692,-13.977,-33.264
-1.707,0.779,1.958,-61.401,-33.997,-20.691
-1.695,0.578,1.759,-57.800,-53.223,-3.296
-1.646,0.361,1.565,-52.246,-72.205,16.235
-1.584,0.132,1.370,-46.692,-92.102,35.156
-1.522,-0.056,1.159,-41.504,-112.061,49.255
-1.441,-0.224,0.985,-37.720,-130.249,55.420
-1.357,-0.355,0.863,-34.912,-147.461,55.725
-1.290,-0.441,0.761,-30.396,-160.950,52.185
-1.237,-0.491,0.705,-24.109,-167.847,45.410
-1.182,-0.500,0.675,-17.456,-170.166,37.292
-1.129,-0.484,0.653,-11.230,-170.349,29.419
-1.078,-0.472,0.607,-5.981,-167.786,20.935
-1.026,-0.468,0.526,-2.380,-163.940,12.512
-0.991,-0.478,0.413,-1.709,-160.950,3.906
-0.965,-0.502,0.267,-4.089,-158.997,-4.639
-0.927,-0.533,0.129,-9.644,-158.936,-13.184
-0.855,-0.567,0.015,-16.602,-160.583,-21.484
-0.759,-0.595,-0.089,-21.179,-161.560,-29.724
-0.670,-0.598,-0.170,-20.264,-161.438,-36.499
-0.603,-0.567,-0.214,-13.672,-160.095,-38.513
-0.535,-0.513,-0.242,-0.122,-156.921,-35.522
-0.471,-0.455,-0.277,19.958,-151.672,-28.809
-0.414,-0.370,-0.290,40.100,-145.020,-20.264
-0.370,-0.272,-0.297,54.626,-135.681,-13.062
-0.359,-0.182,-0.305,62.866,-125.122,-8.545
-0.365,-0.108,-0.301,63.660,-112.671,-6.348
-0.373,-0.041,-0.309,57.922,-99.060,-6.348
-0.395,0.010,-0.335,47.852,-86.914,-9.033
-0.412,0.033,-0.376,34.851,-78.613,-14.038
-0.403,0.029,-0.426,20.386,-73.608,-19.470
-0.374,0.020,-0.470,6.470,-71.228,-24.414
-0.347,0.015,-0.522,-4.578,-69.824,-28.259
-0.324,0.009,-0.580,-11.230,-68.054,-29.663
-0.305,0.000,-0.630,-14.221,-63.782,-26.611
-0.272,-0.016,-0.660,-13.062,-57.007,-19.226
-0.231,-0.025,-0.680,-7.507,-50.110,-8.789
-0.197,-0.018,-0.694,2.258,-42.358,3.845
-0.174,0.005,-0.679,12.512,-32.959,17.456
-0.147,0.029,-0.654,18.494,-21.423,28.137
-0.120,0.056,-0.631,19.470,-7.874,35.583
-0.097,0.084,-0.627,17.029,5.493,40.466
-0.066,0.100,-0.631,9.766,18.860,41.504
-0.035,0.111,-0.661,-1.221,30.762,39.612
0.014,0.108,-0.703,-15.442,42.542,36.255
0.092,0.095,-0.732,-31.982,54.138,31.494
0.180,0.079,-0.735,-48.645,66.040,26.184
0.261,0.073,-0.714,-62.805,80.322,22.095
0.346,0.070,-0.693,-71.899,97.656,19.714
0.429,0.059,-0.645,-74.036,115.906,22.034
0.519,0.036,-0.587,-68.054,133.545,30.884
0.578,0.070,-0.540,-55.908,151.917,45.532
0.602,0.166,-0.487,-43.518,171.021,63.232
0.601,0.278,-0.403,-37.415,189.880,80.688
0.581,0.309,-0.333,-39.429,208.313,98.083
0.547,0.215,-0.212,-44.434,223.206,118.591
0.494,0.032,-0.043,-45.532,234.253,141.357
0.400,-0.249,0.139,-42.053,245.544,166.565
0.335,-0.556,0.366,-39.734,254.822,192.017
0.217,-0.874,0.643,-41.199,265.930,204.407
0.075,-1.237,0.957,-44.922,276.123,201.050
-0.181,-1.540,1.294,-53.650,280.396,176.880
-0.529,-1.581,1.667,-68.909,276.611,129.272
-0.932,-1.380,1.882,-80.811,272.888,69.153
-1.210,-1.171,1.948,-83.801,264.832,21.973
-1.354,-1.065,1.951,-79.041,245.422,-2.991
-1.346,-1.031,1.953,-67.200,214.050,2.625
-1.298,-1.053,1.948,-51.758,177.551,22.766
-1.305,-1.119,1.932,-37.292,140.442,37.415
-1.357,-1.177,1.913,-27.100,104.126,41.626
-1.382,-1.149,1.888,-23.315,71.350,36.743
-1.385,-1.079,1.821,-25.024,43.762,24.597
-1.375,-1.035,1.750,-29.114,21.484,8.972
-1.342,-1.005,1.669,-31.250,4.089,-1.953
-1.298,-0.974,1.587,-28.015,-9.827,-6.592
-1.258,-0.951,1.513,-21.179,-21.118,-7.568
-1.216,-0.923,1.427,-12.695,-28.870,-7.141
-1.162,-0.891,1.327,-5.432,-34.058,-8.240
-1.087,-0.838,1.221,-1.343,-38.330,-12.329
-1.011,-0.767,1.126,-0.549,-41.138,-19.592
-0.932,-0.681,1.029,-2.869,-41.992,-28.381
-0.899,-0.605,0.999,-8.484,-41.748,-37.170

-0.934,-1.480,0.190,-81.909,65.735,69.946
-0.929,-1.663,0.092,-81.848,69.641,61.218
-0.910,-1.909,0.029,-77.942,72.205,51.819
-0.877,-2.203,-0.026,-68.298,74.890,42.786
-0.813,-2.544,-0.080,-51.025,77.576,33.020
-0.791,-2.804,-0.167,-28.259,80.017,20.386
-0.709,-2.915,-0.211,-2.869,83.435,2.808
-0.590,-2.923,-0.232,23.010,91.309,-18.738
-0.430,-2.862,-0.238,46.204,105.835,-44.556
-0.295,-2.714,-0.184,62.317,122.925,-76.294
-0.194,-2.509,-0.068,67.749,138.367,-113.342
-0.109,-2.279,0.047,67.444,155.151,-151.001
-0.052,-2.042,0.244,66.345,169.128,-184.143
-0.050,-1.843,0.532,74.219,176.636,-208.496
-0.057,-1.634,0.765,102.966,183.899,-220.459
-0.100,-1.347,0.973,150.879,185.608,-216.064
-0.130,-1.008,1.197,204.956,179.321,-197.571
-0.100,-0.642,1.342,251.160,173.157,-170.654
-0.017,-0.263,1.498,280.396,168.274,-142.456
-0.017,0.143,1.791,287.170,161.987,-121.399
-0.140,0.508,2.125,269.775,158.264,-106.445
-0.334,0.791,2.401,231.018,160.400,-93.140
-0.566,0.975,2.581,179.260,162.842,-80.994
-0.829,1.078,2.679,125.244,160.889,-73.486
-1.090,1.122,2.682,76.904,151.855,-73.303
-1.318,1.156,2.634,39.001,134.033,-76.172
-1.504,1.187,2.569,15.076,105.835,-75.439
-1.638,1.168,2.477,4.883,68.665,-65.125
-1.712,1.093,2.358,3.540,27.100,-43.518
-1.724,0.961,2.188,5.188,-8.667,-17.212
-1.722,0.760,1.994,5.005,-35.950,3.784
-1.714,0.546,1.772,0.305,-55.542,16.113
-1.714,0.368,1.553,-8.057,-67.200,19.165
-1.736,0.235,1.392,-18.188,-73.853,14.526
-1.749,0.154,1.293,-29.907,-78.857,7.141
-1.741,0.080,1.234,-40.527,-86.060,0.488
-1.708,0.012,1.202,-47.913,-97.717,-2.197
-1.648,-0.069,1.182,-50.781,-113.281,-0.610
-1.555,-0.171,1.154,-48.462,-130.432,3.479
-1.456,-0.266,1.110,-41.992,-147.034,6.958
