aX,aY,aZ,gX,gY,gZ
-1.363,-0.341,1.050,-32.898,-161.377,9.033
-1.285,-0.393,0.999,-23.682,-173.340,10.315
-1.223,-0.429,0.924,-16.235,-181.519,9.827
-1.162,-0.460,0.830,-12.451,-187.134,5.981
-1.088,-0.494,0.720,-13.123,-191.162,-0.671
-1.012,-0.519,0.609,-16.479,-195.190,-9.155
-0.935,-0.542,0.500,-20.203,-197.754,-18.921
-0.862,-0.540,0.403,-24.353,-198.853,-28.015
-0.798,-0.523,0.317,-27.161,-198.120,-35.217
-0.740,-0.501,0.252,-27.710,-194.641,-39.368
-0.682,-0.471,0.195,-26.123,-189.331,-41.077
-0.622,-0.423,0.147,-22.644,-182.922,-41.260
-0.567,-0.361,0.099,-18.311,-176.514,-41.382
-0.519,-0.286,0.057,-14.709,-170.532,-41.992
-0.486,-0.203,0.016,-12.573,-164.307,-42.664
-0.453,-0.130,-0.031,-10.986,-157.715,-42.969
-0.421,-0.064,-0.080,-10.559,-151.672,-41.260
-0.399,-0.028,-0.124,-11.292,-146.179,-38.147
-0.403,-0.013,-0.178,-12.390,-141.418,-34.485
-0.412,-0.024,-0.234,-14.526,-138.000,-30.701
-0.408,-0.051,-0.289,-16.907,-137.329,-26.550
-0.395,-0.085,-0.353,-16.602,-137.695,-21.301
-0.356,-0.128,-0.418,-13.184,-136.658,-14.954
-0.300,-0.179,-0.468,-6.470,-134.521,-8.057
-0.249,-0.220,-0.506,3.174,-131.348,-2.869
-0.218,-0.213,-0.537,13.611,-125.854,0.427
-0.186,-0.181,-0.585,22.339,-117.432,2.380
-0.176,-0.147,-0.623,27.466,-108.337,2.686
-0.163,-0.111,-0.667,28.870,-98.755,1.892
-0.122,-0.090,-0.727,27.344,-88.013,-0.183
-0.063,-0.082,-0.782,24.048,-78.369,-2.136
-0.002,-0.069,-0.810,20.569,-70.068,-2.869
0.066,-0.048,-0.831,15.808,-61.951,-2.991
0.125,-0.016,-0.838,10.010,-51.880,-2.380
0.221,0.013,-0.851,2.991,-32.227,-2.686
0.281,0.050,-0.855,-8.301,-11.169,-5.676
0.310,0.088,-0.846,-23.376,11.414,-11.475
0.348,0.107,-0.844,-37.964,36.194,-17.456
0.397,0.144,-0.834,-49.500,61.462,-20.020
0.421,0.162,-0.804,-58.899,86.731,-20.142
0.438,0.203,-0.773,-65.613,109.924,-18.250
0.465,0.218,-0.775,-68.909,131.409,-13.489
0.481,0.236,-0.755,-71.167,150.696,-4.211
0.489,0.263,-0.713,-73.425,169.067,9.949
0.512,0.260,-0.662,-72.937,189.026,29.724
0.527,0.214,-0.576,-68.481,209.290,55.603
0.549,0.176,-0.468,-61.646,232.788,87.830
0.577,0.126,-0.359,-53.711,259.644,122.742
0.582,0.012,-0.181,-49.072,285.339,156.006
0.569,-0.128,0.056,-49.316,308.655,184.631
0.490,-0.269,0.307,-50.110,331.604,202.271
0.357,-0.440,0.587,-49.500,349.487,207.092
0.157,-0.622,0.914,-48.340,356.506,199.158
-0.147,-0.750,1.200,-49.011,349.304,181.702
-0.450,-0.857,1.439,-55.237,332.825,158.630
-0.711,-0.970,1.694,-66.711,306.458,134.583
-1.004,-1.153,1.916,-73.730,276.123,109.070
-1.218,-1.240,2.073,-75.867,250.732,79.651
-1.440,-1.232,2.139,-73.853,217.102,54.138
-1.598,-1.219,2.138,-67.932,178.467,32.471
-1.658,-1.155,2.042,-61.035,139.648,18.311
-1.581,-1.091,1.898,-53.650,101.685,11.414
-1.499,-1.070,1.783,-46.753,64.453,7.812
-1.444,-1.053,1.722,-39.612,31.250,6.287
-1.423,-1.029,1.676,-30.762,7.324,6.165
-1.418,-1.008,1.646,-22.095,-8.789,5.798
-1.439,-0.955,1.639,-18.188,-21.667,2.197
-1.435,-0.899,1.584,-18.127,-28.809,-5.432
-1.380,-0.833,1.489,-20.142,-33.630,-14.465
-1.283,-0.751,1.384,-22.095,-37.842,-22.278
-1.185,-0.666,1.290,-23.743,-40.710,-28.442
-1.099,-0.585,1.205,-23.193,-40.283,-32.654
-1.037,-0.512,1.134,-21.301,-37.415,-33.569
-0.988,-0.448,1.086,-18.860,-34.180,-31.555
-0.954,-0.407,1.047,-16.357,-30.334,-26.978
-0.944,-0.388,1.003,-14.160,-26.733,-20.935
-0.949,-0.394,0.973,-13.000,-25.146,-13.733
-0.959,-0.433,0.941,-11.475,-25.024,-7.324
-0.962,-0.462,0.894,-9.766,-26.001,-2.869

0.274,1.914,-0.453,-136.353,140.442,-99.487
0.232,1.973,-0.310,-130.737,163.818,-40.833
0.126,1.844,-0.017,-121.216,179.199,33.020
-0.021,1.555,0.345,-115.356,191.528,105.469
-0.103,1.192,0.641,-115.295,200.989,158.142
-0.270,0.819,0.912,-113.647,202.393,195.923
-0.451,0.377,1.088,-108.948,192.871,223.999
-0.616,-0.100,1.146,-101.807,176.331,246.399
-0.689,-0.528,1.117,-95.215,153.870,260.254
-0.689,-0.891,1.078,-92.712,126.770,264.221
-0.685,-1.276,1.041,-93.872,102.722,254.150
-0.685,-1.622,1.004,-97.412,86.426,232.483
-0.802,-1.772,0.986,-105.774,74.585,199.951
-0.778,-1.854,0.912,-114.929,65.247,172.058
-0.793,-1.957,0.830,-120.117,58.044,142.395
-0.770,-2.067,0.765,-122.620,53.894,115.295
-0.775,-2.271,0.709,-120.178,53.040,98.206
-0.831,-2.534,0.663,-108.826,56.091,86.121
-0.863,-2.760,0.605,-92.163,58.716,72.327
-0.869,-2.904,0.561,-76.477,56.885,52.551
-0.862,-2.978,0.518,-62.683,53.650,25.574
-0.833,-2.991,0.452,-49.438,52.856,-5.981
-0.761,-2.941,0.361,-35.461,53.345,-36.255
-0.667,-2.869,0.276,-18.738,51.270,-61.218
-0.557,-2.776,0.205,0.671,46.692,-78.796
-0.404,-2.639,0.135,25.452,44.128,-88.196
-0.231,-2.490,0.079,54.016,44.739,-92.529
-0.073,-2.333,0.070,75.806,51.514,-98.450
0.056,-2.160,0.126,85.999,64.209,-112.854
0.107,-1.978,0.235,89.844,81.848,-135.559
0.078,-1.741,0.367,90.332,101.013,-161.804
0.036,-1.493,0.492,91.370,118.469,-185.486
-0.007,-1.240,0.619,96.436,131.470,-202.454
-0.103,-0.994,0.788,107.605,136.353,-208.984
-0.184,-0.760,0.952,127.136,135.864,-203.796
-0.211,-0.507,1.090,150.513,132.629,-186.584
-0.235,-0.237,1.246,170.959,126.953,-164.734
-0.327,0.028,1.458,183.167,119.995,-143.616
-0.491,0.276,1.631,186.157,116.150,-125.122
-0.665,0.482,1.797,182.495,118.164,-109.253
-0.818,0.672,2.018,171.021,118.286,-93.567
-0.976,0.784,2.249,154.358,113.220,-79.041
-1.144,0.803,2.442,132.751,105.286,-66.956
-1.305,0.758,2.537,104.065,94.360,-59.937
-1.456,0.717,2.467,67.932,78.308,-59.753
-1.576,0.693,2.264,29.663,57.312,-66.711
-1.649,0.641,2.089,-1.404,33.813,-77.637
-1.686,0.631,1.987,-20.203,10.498,-83.069
-1.723,0.603,1.939,-24.536,-10.681,-79.285
-1.779,0.555,1.944,-18.188,-32.959,-65.613
-1.776,0.448,1.928,-7.812,-54.871,-45.654
-1.712,0.314,1.857,-0.916,-76.965,-27.649
-1.604,0.182,1.742,0.732,-99.976,-16.846
-1.506,0.072,1.548,-1.648,-123.108,-13.367
-1.434,-0.009,1.325,-4.822,-143.494,-14.771
-1.376,-0.088,1.094,-8.850,-160.156,-17.761
-1.299,-0.138,0.875,-13.184,-172.852,-20.386
-1.197,-0.177,0.699,-15.991,-182.617,-24.658
-1.109,-0.176,0.591,-18.005,-191.772,-31.006
-1.042,-0.147,0.524,-19.592,-196.838,-37.598
-0.972,-0.124,0.475,-21.423,-196.655,-42.603
-0.900,-0.110,0.414,-23.926,-194.336,-46.387
-0.815,-0.099,0.341,-27.161,-192.383,-49.744
-0.725,-0.087,0.259,-29.785,-192.688,-53.040
-0.642,-0.074,0.179,-30.579,-194.397,-55.420
-0.571,-0.057,0.078,-28.198,-196.533,-55.664
-0.510,-0.044,-0.032,-23.132,-199.219,-52.673
-0.435,-0.024,-0.137,-17.334,-202.942,-47.363
-0.355,0.001,-0.237,-11.597,-205.994,-40.833
-0.278,0.034,-0.341,-5.066,-205.811,-33.325
-0.207,0.060,-0.437,2.258,-201.111,-25.513
-0.147,0.092,-0.511,10.742,-193.848,-16.663
-0.129,0.125,-0.542,18.005,-183.594,-6.226
-0.148,0.140,-0.558,21.729,-168.335,4.578
-0.176,0.123,-0.575,21.423,-149.475,14.648
-0.188,0.088,-0.603,16.846,-131.653,21.484
-0.197,0.040,-0.644,8.118,-116.394,24.170
-0.193,-0.016,-0.677,-2.869,-103.394,22.278
-0.153,-0.054,-0.702,-14.099,-93.323,18.250
-0.107,-0.074,-0.732,-23.071,-84.229,12.939
-0.070,-0.091,-0.774,-28.198,-74.280,7.874
-0.015,-0.101,-0.838,-30.701,-63.965,4.395
0.065,-0.096,-0.906,-32.166,-53.894,2.808
0.175,-0.084,-0.973,-32.166,-41.504,2.563
0.268,-0.049,-1.005,-33.813,-23.987,2.625
0.334,0.009,-1.003,-41.138,-0.122,0.366
0.370,0.074,-0.999,-53.345,28.320,-5.249
0.376,0.122,-0.998,-67.261,57.739,-12.817
0.401,0.147,-1.000,-79.407,84.595,-16.785
0.438,0.162,-1.009,-87.158,106.628,-14.587
0.503,0.148,-1.012,-91.980,125.427,-5.798
0.570,0.172,-1.012,-94.482,144.958,9.155
0.643,0.201,-0.980,-93.872,166.748,31.006
0.700,0.212,-0.909,-91.187,190.063,55.847
0.784,0.186,-0.810,-87.341,214.966,83.008
0.875,0.119,-0.621,-80.322,241.760,115.112
0.915,-0.000,-0.370,-68.298,269.348,150.085
0.871,-0.164,-0.049,-53.772,295.959,176.147
0.771,-0.377,0.319,-40.222,315.796,194.702
0.571,-0.618,0.704,-27.466,328.674,203.552
0.317,-0.860,1.015,-17.029,339.478,200.867
0.063,-1.068,1.253,-13.062,341.309,185.669
-0.224,-1.198,1.555,-19.165,329.163,157.288
-0.558,-1.214,1.894,-30.640,310.303,121.338
-0.886,-1.196,2.093,-38.513,294.678,85.754
-1.136,-1.125,2.180,-44.128,276.978,57.190
-1.273,-1.052,2.218,-51.086,253.296,37.415
-1.369,-1.048,2.222,-57.556,220.581,25.696
-1.440,-1.094,2.178,-61.462,183.716,20.508
-1.440,-1.146,2.084,-62.866,151.978,15.442
-1.426,-1.188,1.975,-64.697,120.728,7.263
-1.407,-1.203,1.864,-66.162,88.562,-2.319
-1.386,-1.169,1.775,-63.843,57.312,-11.658
-1.347,-1.118,1.697,-57.434,30.640,-19.409
-1.288,-1.060,1.596,-47.546,11.230,-25.391
-1.230,-0.987,1.505,-36.987,-6.897,-29.907
-1.227,-0.862,1.426,-27.100,-23.926,-31.494
-1.125,-0.779,1.356,-15.076,-35.339,-23.437
-1.068,-0.718,1.288,-1.648,-40.466,-17.151

-0.804,-0.867,0.851,-97.778,37.781,197.083
-0.796,-1.023,0.769,-101.807,10.620,186.462
-0.716,-1.184,0.683,-109.985,-8.728,177.490
-0.613,-1.354,0.603,-117.737,-19.592,167.786
-0.540,-1.514,0.516,-122.925,-25.574,154.724
-0.506,-1.680,0.405,-126.099,-26.123,136.047
-0.499,-1.797,0.273,-128.540,-22.034,114.197
-0.526,-1.871,0.127,-129.944,-16.418,91.614
-0.474,-1.880,0.076,-130.066,-14.404,71.472
-0.461,-1.899,-0.001,-125.610,-7.935,49.622
-0.433,-1.912,-0.077,-118.286,2.014,30.945
-0.388,-1.911,-0.130,-108.765,9.827,17.151
-0.360,-1.904,-0.180,-97.717,16.296,6.348
-0.341,-1.916,-0.230,-86.975,22.827,-3.113
-0.287,-1.920,-0.279,-78.003,28.381,-11.719
-0.211,-1.922,-0.322,-72.327,34.790,-20.813
-0.147,-1.962,-0.367,-71.411,43.213,-32.654
-0.077,-2.027,-0.382,-73.547,52.856,-46.326
-0.024,-2.114,-0.363,-74.402,63.110,-59.692
0.035,-2.161,-0.331,-69.885,76.782,-70.923
0.076,-2.165,-0.315,-56.763,92.102,-82.214
0.078,-2.129,-0.256,-36.560,103.577,-94.421
0.071,-2.104,-0.181,-10.620,112.732,-102.783
0.088,-2.068,-0.095,21.301,121.887,-105.652
0.122,-2.032,0.027,54.260,130.249,-106.506
0.154,-1.974,0.199,81.116,139.221,-110.291
0.137,-1.885,0.370,101.318,148.560,-120.117
0.110,-1.743,0.539,113.647,158.630,-135.681
0.072,-1.547,0.739,118.652,169.861,-156.921
-0.056,-1.300,0.930,121.582,180.908,-182.129
-0.228,-1.052,1.136,129.028,191.833,-203.979
-0.361,-0.794,1.346,143.494,201.050,-213.928
-0.474,-0.525,1.589,164.368,205.566,-209.473
-0.571,-0.234,1.939,188.477,204.346,-192.017
-0.684,0.052,2.362,207.458,196.960,-163.940
-0.807,0.227,2.679,216.553,180.603,-129.944
-0.968,0.329,2.926,213.440,156.311,-103.882
-1.114,0.457,3.073,193.787,126.587,-90.942
-1.284,0.589,3.138,160.278,91.858,-86.243
-1.372,0.668,3.133,121.826,60.608,-86.792
-1.400,0.696,3.036,85.571,39.612,-89.355
-1.439,0.680,2.854,53.650,23.437,-88.074
-1.468,0.536,2.567,26.611,6.165,-78.430
-1.559,0.395,2.204,4.150,-11.414,-74.585
-1.613,0.337,1.888,-13.550,-27.161,-74.829
-1.619,0.283,1.721,-25.085,-53.223,-73.730
-1.595,0.256,1.676,-27.222,-80.139,-68.542
-1.607,0.255,1.690,-21.790,-101.624,-54.382
-1.596,0.208,1.694,-13.611,-117.432,-38.330
-1.515,0.130,1.660,-7.263,-124.084,-32.959
-1.398,0.057,1.539,-5.859,-126.465,-38.269
-1.314,0.015,1.300,-10.376,-130.432,-52.002
-1.269,0.024,1.058,-20.569,-141.724,-68.115
-1.221,0.068,0.879,-33.142,-159.424,-83.252
-1.141,0.112,0.752,-45.410,-179.504,-93.567
-1.032,0.134,0.649,-55.969,-198.853,-95.764
-0.912,0.145,0.542,-63.416,-213.379,-88.623
-0.768,0.125,0.422,-64.514,-225.098,-75.684
-0.615,0.106,0.313,-57.922,-235.657,-58.594
-0.486,0.110,0.215,-46.387,-242.249,-41.260
-0.389,0.111,0.106,-33.264,-241.150,-26.794
-0.342,0.112,-0.025,-22.583,-234.863,-15.076
-0.316,0.097,-0.162,-16.785,-226.135,-6.775
-0.267,0.055,-0.295,-15.808,-215.515,-2.197
-0.206,0.014,-0.402,-19.226,-205.933,-0.671
-0.137,-0.015,-0.488,-24.597,-196.167,-1.953
-0.074,-0.042,-0.552,-29.785,-186.035,-5.127
-0.020,-0.060,-0.606,-34.363,-175.049,-8.240
0.004,-0.076,-0.649,-37.964,-163.513,-10.864
0.014,-0.093,-0.680,-39.001,-151.306,-12.146
0.026,-0.114,-0.721,-36.255,-139.160,-11.780
0.035,-0.137,-0.753,-30.090,-128.479,-10.437
0.013,-0.163,-0.749,-22.400,-116.577,-6.531
-0.012,-0.190,-0.764,-14.587,-100.464,-0.488
0.000,-0.225,-0.804,-6.165,-83.130,6.653
0.027,-0.265,-0.827,3.418,-68.726,14.099
0.062,-0.286,-0.844,13.733,-55.481,21.484
0.104,-0.284,-0.851,22.400,-41.870,27.100
0.173,-0.251,-0.865,26.245,-27.527,29.480
0.275,-0.181,-0.886,22.400,-9.766,27.893
0.373,-0.092,-0.901,8.057,12.817,20.508
0.461,0.009,-0.906,-15.930,39.307,6.958
0.527,0.087,-0.875,-46.509,69.336,-8.728
0.562,0.134,-0.832,-77.209,103.271,-22.095
0.569,0.168,-0.784,-101.440,142.029,-26.306
0.533,0.164,-0.681,-114.136,177.307,-20.447
0.528,0.133,-0.585,-112.183,206.665,-4.211
0.534,0.079,-0.509,-97.290,230.225,19.775
0.523,0.003,-0.415,-77.942,246.094,48.157
0.543,-0.067,-0.305,-59.692,257.690,79.163
0.558,-0.118,-0.168,-46.692,270.935,109.314
0.560,-0.207,0.016,-40.283,285.828,133.423
0.547,-0.305,0.210,-37.109,304.810,149.292
0.459,-0.416,0.459,-35.950,322.693,155.884
0.230,-0.522,0.724,-36.316,333.313,155.090
0.008,-0.618,0.955,-37.476,337.952,146.606
-0.227,-0.670,1.174,-43.518,331.848,129.333
-0.492,-0.711,1.404,-55.115,313.599,108.337
-0.695,-0.756,1.589,-67.383,291.443,89.233
-0.817,-0.809,1.759,-76.660,270.569,77.026
-0.933,-0.901,1.919,-78.125,251.831,71.350
-1.023,-0.971,2.025,-70.251,235.535,68.787
-1.205,-1.009,2.094,-59.387,219.604,62.012
-1.380,-1.035,2.098,-54.443,197.815,49.744
-1.456,-1.029,2.053,-59.082,169.800,33.752
-1.418,-1.005,2.023,-70.923,137.939,13.000
-1.369,-0.983,2.060,-80.750,104.858,-7.446
-1.364,-0.938,2.115,-79.834,76.904,-21.667
-1.375,-0.883,2.130,-69.031,54.626,-28.259
-1.394,-0.808,2.092,-54.749,33.325,-30.029
-1.329,-0.738,2.015,-42.175,9.827,-28.320
-1.282,-0.672,1.892,-34.363,-14.465,-30.273
-1.187,-0.607,1.738,-31.555,-35.339,-36.011
-1.080,-0.548,1.589,-29.968,-53.162,-41.931
-0.983,-0.480,1.449,-26.001,-65.857,-45.654
-0.890,-0.406,1.317,-18.677,-71.472,-46.143
-0.825,-0.348,1.215,-9.644,-72.327,-44.128
-0.773,-0.290,1.139,-0.854,-70.190,-39.856
-0.733,-0.238,1.075,6.775,-64.758,-34.241

-0.755,-1.131,0.882,-120.728,76.660,161.072
-0.757,-1.277,0.758,-131.165,60.059,135.376
-0.755,-1.350,0.644,-143.799,39.673,104.187
-0.664,-1.505,0.564,-152.100,16.907,86.182
-0.656,-1.736,0.502,-146.912,-1.221,79.224
-0.656,-1.978,0.411,-126.038,-11.475,83.435
-0.663,-2.255,0.300,-95.764,-16.113,91.797
-0.683,-2.495,0.161,-67.078,-18.433,94.910
-0.572,-2.624,0.065,-46.753,-22.278,87.036
-0.460,-2.660,-0.063,-33.447,-19.775,60.852
-0.310,-2.615,-0.244,-28.503,-9.521,23.132
-0.146,-2.534,-0.395,-30.701,6.897,-16.174
0.005,-2.452,-0.487,-35.645,21.362,-50.537
0.126,-2.307,-0.552,-36.865,38.025,-76.904
0.187,-2.128,-0.608,-31.128,56.213,-96.191
0.220,-1.985,-0.688,-20.752,75.500,-109.131
0.230,-1.903,-0.700,-9.338,93.933,-112.366
0.232,-1.900,-0.663,6.348,113.525,-106.628
0.203,-1.930,-0.567,27.588,133.972,-93.384
0.186,-1.957,-0.403,52.185,156.006,-77.148
0.169,-1.961,-0.182,76.904,176.880,-66.223
0.115,-1.895,0.087,95.032,194.824,-66.956
0.010,-1.741,0.354,106.689,209.351,-79.773
-0.106,-1.515,0.624,113.342,220.703,-100.464
-0.253,-1.233,0.893,117.004,228.516,-121.460
-0.423,-0.935,1.157,122.131,234.070,-131.775
-0.613,-0.661,1.418,129.150,236.816,-129.333
-0.806,-0.443,1.648,134.521,235.168,-118.652
-1.004,-0.287,1.898,134.155,225.891,-105.835
-1.206,-0.181,2.128,127.563,209.045,-96.802
-1.336,-0.092,2.335,114.197,189.026,-92.102
-1.431,-0.005,2.525,96.619,166.382,-90.759
-1.527,0.081,2.640,79.773,141.113,-91.064
-1.640,0.155,2.665,63.965,115.112,-89.600
-1.719,0.220,2.608,50.110,88.196,-85.632
-1.754,0.264,2.484,38.513,59.021,-78.857
-1.789,0.270,2.312,28.503,30.212,-70.068
-1.838,0.227,2.116,18.066,6.531,-60.120
-1.852,0.112,1.955,6.409,-10.620,-50.659
-1.840,0.030,1.806,-6.653,-23.376,-43.945
-1.843,-0.060,1.686,-16.907,-34.241,-42.175
-1.829,-0.131,1.601,-23.071,-44.189,-44.006
-1.795,-0.174,1.562,-26.367,-57.068,-47.302
-1.753,-0.197,1.544,-26.489,-73.792,-49.744
-1.711,-0.218,1.517,-23.499,-92.896,-50.049
-1.642,-0.255,1.457,-18.982,-113.037,-47.302
-1.587,-0.316,1.360,-15.076,-133.240,-44.617
-1.525,-0.371,1.255,-12.695,-151.245,-43.335
-1.449,-0.400,1.162,-11.292,-165.771,-45.593
-1.369,-0.389,1.077,-10.315,-178.772,-52.002
-1.251,-0.344,0.988,-9.216,-191.284,-60.364
-1.100,-0.273,0.897,-8.972,-203.735,-67.505
-0.937,-0.188,0.796,-9.399,-215.759,-71.533
-0.766,-0.119,0.674,-10.376,-225.647,-73.120
-0.609,-0.063,0.526,-12.085,-233.154,-73.120
-0.454,-0.045,0.380,-15.137,-237.366,-72.693
-0.307,-0.036,0.221,-19.348,-237.793,-71.472
-0.165,-0.032,0.045,-22.522,-235.107,-70.313
-0.050,-0.016,-0.118,-22.827,-231.934,-69.702
0.037,0.006,-0.254,-21.179,-226.196,-68.176
0.100,0.024,-0.378,-17.029,-215.393,-63.965
0.146,0.038,-0.489,-9.399,-199.402,-55.664
0.173,0.039,-0.581,1.099,-180.664,-43.152
0.203,0.047,-0.645,11.475,-161.316,-28.625
0.232,0.067,-0.707,18.066,-140.320,-15.076
0.237,0.099,-0.737,18.616,-120.972,-6.470
0.260,0.119,-0.764,13.245,-104.065,-3.601
0.289,0.134,-0.811,1.892,-88.074,-3.540
0.323,0.158,-0.844,-18.250,-73.303,-6.775
0.364,0.174,-0.838,-46.326,-60.364,-16.907
0.401,0.177,-0.830,-75.012,-46.692,-32.471
0.407,0.171,-0.832,-96.680,-32.654,-45.166
0.412,0.186,-0.872,-107.666,-17.883,-47.607
0.422,0.186,-0.920,-104.675,-6.653,-39.856
0.451,0.166,-0.978,-90.027,1.282,-22.949
0.476,0.149,-1.001,-70.007,11.902,0.732
0.513,0.107,-1.008,-50.720,27.100,26.611
0.572,0.078,-0.999,-35.217,46.021,50.293
0.615,0.054,-0.960,-27.283,68.665,67.444
0.672,0.056,-0.943,-26.672,95.825,75.500
0.721,0.052,-0.931,-33.386,124.451,78.186
0.758,0.082,-0.880,-45.471,151.184,80.811
0.789,0.115,-0.799,-55.054,178.894,86.914
0.804,0.153,-0.646,-62.012,205.261,100.403
0.795,0.142,-0.453,-65.735,230.957,120.972
0.745,0.081,-0.201,-67.322,254.028,144.165
0.662,-0.100,0.093,-67.505,276.062,165.161
0.588,-0.321,0.374,-63.354,298.035,182.739
0.454,-0.574,0.641,-56.213,317.261,193.665
0.149,-0.860,0.908,-51.575,326.599,190.125
-0.188,-1.108,1.128,-50.781,326.843,172.607
-0.505,-1.268,1.334,-58.411,320.557,147.461
-0.735,-1.446,1.628,-67.017,307.190,121.704
-1.143,-1.681,1.923,-65.674,293.213,96.191
-1.482,-1.804,2.104,-59.875,276.123,78.674
-1.675,-1.855,2.203,-56.946,253.052,60.974
-1.771,-1.812,2.291,-58.777,220.032,39.001
-1.793,-1.652,2.289,-65.002,180.542,11.719
-1.748,-1.470,2.182,-72.571,141.113,-20.386
-1.645,-1.321,2.035,-78.308,103.210,-48.157
-1.522,-1.170,1.885,-78.918,62.012,-62.439
-1.401,-1.018,1.718,-68.726,21.362,-65.063
-1.257,-0.896,1.526,-47.791,-13.550,-58.472
-1.137,-0.771,1.370,-21.912,-46.265,-43.884
-1.045,-0.669,1.263,4.272,-69.031,-25.085
-0.978,-0.577,1.138,27.466,-72.327,-5.127
-0.922,-0.520,1.035,43.945,-61.523,11.658
-0.869,-0.500,0.958,52.002,-44.922,21.790
-0.806,-0.500,0.890,52.856,-25.452,22.888
-0.773,-0.494,0.857,43.579,-5.920,15.625
-0.772,-0.479,0.842,26.062,11.780,3.174
-0.790,-0.471,0.835,5.310,26.001,-8.484
-0.798,-0.462,0.864,-14.221,32.654,-16.602
-0.818,-0.469,0.903,-29.602,32.288,-21.301
-0.840,-0.483,0.933,-39.978,28.259,-23.499
-0.951,-0.476,0.952,-46.509,22.827,-23.376
-0.891,-0.502,0.942,-48.828,18.738,-21.423
-0.830,-0.532,1.030,-47.913,15.198,-21.606
-0.773,-0.500,0.893,-41.809,25.024,-18.799
